SZ: 10	MS: 0.1	QS: 0.13333333333333333	AS: 0.03333333333333333
SZ: 100	MS: 0.23333333333333334	QS: 1.4	AS: 0.3
SZ: 1000	MS: 3.2	QS: 3.033333333333333	AS: 1.6666666666666667
SZ: 10000	MS: 13.466666666666667	QS: 14.4	AS: 16.466666666666665
SZ: 100000	MS: 175.33333333333334	QS: 192.16666666666666	AS: 175.0
SZ: 1000000	MS: 2127.4333333333334	QS: 2220.1	AS: 2004.5333333333333
SZ: 10000000	MS: 30346.633333333335	QS: 32745.933333333334	AS: 28306.466666666667
